Occurrence_id,Period,Region,Forest type,Transect,Plot number,fullplotID,LAT,LON,Date,Observers,Time lamps on,Time lamps of,Forest affinity,Species (Dutch name),Species (English name),Species (French name),Species (Scientific name),Amount,Rarity,Family,"Remarks (Wind, rain, moon, cloudiness)",Minimum Temperature,Maximum Temperature,Average Temperature
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:1:69a39766b147d1b369ca4e40df890fb0,1,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,wl,zwartstipspanner,Sub-angled Wave,Acidalie étrille,Scopula nigropunctata,1,fairly common,Geometridae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:1:7d4136d34b2658a9b34d1a74bb228949,1,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,wl,bruine grijsbandspanner,Common Wave,Cabère pustulée,Cabera exanthemata,2,common,Geometridae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:1:a484d7066a93ad6deda1db6e877c2256,1,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,mo,grijsgroene zomervlinder,Grass Emerald,Hémithée du cytise,Pseudoterpna pruinata,1,rare,Geometridae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:1:a4a3aa810b1957a5d0d28849fde1f37a,1,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,w,baardsnuituil,Common Fan-foot,Commune ventilateur pieds,Pechipogo strigilata,1,rare,Erebidae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:2:c33fb61c25e0423103210f8294b7a7ad,2,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,grijze stipspanner,Riband Wave,Impolie,Idaea aversata,4,fairly common,Geometridae,"Clear sky, Full moon",15,25.5,18.72222222
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:2:51c6f0b0b2e5e6c9a8f8dad27e80e3df,2,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,bruine snuituil,Snout,Hypène proboscidale,Hypena proboscidalis,1,common,Erebidae,"Clear sky, Full moon",15,25.5,18.72222222
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:2:34bb8f5cedbbd1df4a437473a2986815,2,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,wl,donker klaverblaadje,Sharp-angled Peacock,Philobie alternée,Macaria alternata,2,common,Geometridae,"Clear sky, Full moon",15,25.5,18.72222222
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:2:dd47f6f3d3fe5c449c4ff66073a5b3d5,2,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,hyena,Dun bar,Trapèze,Cosmia trapezina,1,common,Noctuidae,"Clear sky, Full moon",15,25.5,18.72222222
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:2:2ebec1becd689313f138a43ca0709e69,2,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,wl,wit spannertje,Small White Wave,Acidalie candide,Asthena albulata,1,fairly common,Geometridae,"Clear sky, Full moon",15,25.5,18.72222222
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:2:246f4fc7ffa83a3d8761fa2816464b85,2,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,wl,spaanse vlag,Jersey Tiger,Callimorphe,Euplagia quadripunctaria,1,fairly common,Erebidae,"Clear sky, Full moon",15,25.5,18.72222222
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:2:6cd8ecc585b7bca2e166a621b996047e,2,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,plat beertje,Common Footman,Lithosie complanule,Eilema lurideola,1,fairly common,Erebidae,"Clear sky, Full moon",15,25.5,18.72222222
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:2:7e42fc65564ee04fb19c5286774c5adc,2,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,o,vaal kokerbeertje,Hoary Footman,Manteau pâle,Eilema caniola,1,fairly common,Erebidae,"Clear sky, Full moon",15,25.5,18.72222222
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:2:bb818e89b917539a8963b31edb08dab0,2,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mo,zwartbandspanner,Garden Carpet,Incertaine,Xanthorhoe fluctuata,1,fairly common,Geometridae,"Clear sky, Full moon",15,25.5,18.72222222
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:2:3fecd7aff85846da6f73fe9cbf53a0d9,2,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,gestreepte goudspanner,Yellow Shell,Brocatelle d'or,Camptogramma bilineata,1,common,Geometridae,"Clear sky, Full moon",15,25.5,18.72222222
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:2:15536dc8e942e3950c2a575c9394ca0f,2,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,gewone bandspanner,Common Carpet,Alternée,Epirrhoe alternata,1,common,Geometridae,"Clear sky, Full moon",15,25.5,18.72222222
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:3:63e74747ecfad0cf29c4b342a83e69ea,3,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-09-16,"Cyr Mestdagh, Pallieter De Smedt",1899-12-31T18:52:00Z,1899-12-31T06:47:00Z,w,eiken-orvlinder,Oak Lutestring,Cymatophore délayée,Cymatophorina diluta,29,rare,Drepanidae,"Cloudy, Little bit of rain",14.5,27.5,20.08333333
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:3:ea97b02d581b34872261ba8db2d9d749,3,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-09-16,"Cyr Mestdagh, Pallieter De Smedt",1899-12-31T18:52:00Z,1899-12-31T06:47:00Z,mo,maansikkeluil,Lunar Underwing,Omphaloscélis à lunule,Agrochola lunosa,16,fairly common,Noctuidae,"Cloudy, Little bit of rain",14.5,27.5,20.08333333
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:3:4f657766f33e6fb9c44f4ce56fb4b884,3,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-09-16,"Cyr Mestdagh, Pallieter De Smedt",1899-12-31T18:52:00Z,1899-12-31T06:47:00Z,mo,oranje wortelboorder,Orange Swift,Sylvine,Triodia sylvina,2,common,Hepialidae,"Cloudy, Little bit of rain",14.5,27.5,20.08333333
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:3:6869760ccaca20048c2c9bfe3c835a8e,3,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-09-16,"Cyr Mestdagh, Pallieter De Smedt",1899-12-31T18:52:00Z,1899-12-31T06:47:00Z,mm,vierkantvlekuil,Square-spot Rustic,Trimaculée,Xestia xanthographa,3,common,Noctuidae,"Cloudy, Little bit of rain",14.5,27.5,20.08333333
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:3:111573b2cad93b2c1bd418304c0060cc,3,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-09-16,"Cyr Mestdagh, Pallieter De Smedt",1899-12-31T18:52:00Z,1899-12-31T06:47:00Z,w,populierentandvlinder,Dusky Marbled Brown,Crénelée,Gluphisia crenata,1,fairly common,Notodontidae,"Cloudy, Little bit of rain",14.5,27.5,20.08333333
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:3:0068568d852c3e98379d3c2ce029cf25,3,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-09-16,"Cyr Mestdagh, Pallieter De Smedt",1899-12-31T18:52:00Z,1899-12-31T06:47:00Z,mm,taxusspikkelspanner,Willow Beauty,Boarmie rhomboïdale,Peribatodes rhomboidaria,1,common,Geometridae,"Cloudy, Little bit of rain",14.5,27.5,20.08333333
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:3:f7a6b9249ecb6224fcf8a63a7f62495c,3,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-09-16,"Cyr Mestdagh, Pallieter De Smedt",1899-12-31T18:52:00Z,1899-12-31T06:47:00Z,mm,huismoeder,Large Yellow Underwing,Hibou,Noctua pronuba,1,common,Noctuidae,"Cloudy, Little bit of rain",14.5,27.5,20.08333333
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:3:119c27ded6272ca5bb54bee45d6f1c8e,3,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-09-16,"Cyr Mestdagh, Pallieter De Smedt",1899-12-31T18:52:00Z,1899-12-31T06:47:00Z,mm,zwartstipvlinder,Red line Quaker,Xanthie lavée,Agrochola lota,1,fairly common,Noctuidae,"Cloudy, Little bit of rain",14.5,27.5,20.08333333
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:3:dd47f6f3d3fe5c449c4ff66073a5b3d5,3,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-09-16,"Cyr Mestdagh, Pallieter De Smedt",1899-12-31T18:52:00Z,1899-12-31T06:47:00Z,mm,hyena,Dun bar,Trapèze,Cosmia trapezina,1,common,Noctuidae,"Cloudy, Little bit of rain",14.5,27.5,20.08333333
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:4:63265dc3e0ce9933dfabb0370b0e02da,4,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-10-18,"Cyr Mestdagh, Myrthe Van Brempt",1899-12-31T18:30:00Z,1899-12-31T07:36:00Z,mm,meidoornuil,Green brindled Crescent,Aubépinière,Allophyes oxyacanthae,1,fairly common,Noctuidae,Clear sky,4.5,7,5.076923077
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:4:7f62e299970d01aa3a529572b20c57b4,4,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-10-18,"Cyr Mestdagh, Myrthe Van Brempt",1899-12-31T18:30:00Z,1899-12-31T07:36:00Z,mm,krakeling,Figure of Eight,Double oméga,Diloba caeruleocephala,1,fairly common,Noctuidae,Clear sky,4.5,7,5.076923077
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:4:3fd16a8d7a1ea6741fc18942c7269a17,4,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-10-18,"Cyr Mestdagh, Myrthe Van Brempt",1899-12-31T18:30:00Z,1899-12-31T07:36:00Z,w,herfstspanner,November Moth,Épirrite diluée,Epirrita dilutata,4,common,Geometridae,Clear sky,4.5,7,5.076923077
UGENT:FORMICA_LEPIDOPTERA:BEMET1P1:4:523a1d2a71d6d9ebbfcfdcc180ef294d,4,B_MID,Closed,BeMeT1,1,BeMeT1P1,50.2283808,5.2833031,2020-10-18,"Cyr Mestdagh, Myrthe Van Brempt",1899-12-31T18:30:00Z,1899-12-31T07:36:00Z,w,bleke novemberspanner,Pale November Moth,Épirrite de Christy,Epirrita christyi,4,rare,Geometridae,Clear sky,4.5,7,5.076923077
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:0638d2f4f0ce3f46cdac0404ee9b8b28,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,w,grote spikkelspanner,Great Oak Beauty,Boarmie du chêne,Hypomecis roboraria,2,fairly common,Geometridae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:088bb9ed315ed97c72019864cbcc2996,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,wl,rozenblaadje,Rosy Footman,Rosette,Miltochrista miniata,2,common,Erebidae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:78ea57703c7f9aef447f7dd54c7bebab,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,mm,gerande spanner,Clouded Border,Bordure entrecoupée,Lomaspilis marginata,1,common,Geometridae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:6907edec3d553bb78cf3119222c3685c,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,mo,gewone stofuil,The Uncertain,Noctuelle de la morgeline,Hoplodrina octogenaria,3,common,Noctuidae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:e8f1652222530d3c9bbd0428634f6875,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,wl,donkere marmeruil,Marbled White Spot,Albule,Deltote pygarga,1,fairly common,Noctuidae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:f7a6b9249ecb6224fcf8a63a7f62495c,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,mm,huismoeder,Large Yellow Underwing,Hibou,Noctua pronuba,1,common,Noctuidae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:c33fb61c25e0423103210f8294b7a7ad,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,mm,grijze stipspanner,Riband Wave,Impolie,Idaea aversata,6,fairly common,Geometridae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:34c440658179944be23c028deb1a3633,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,wl,vierstipbeertje,Four-dotted Footman,Lithosie à quatre points,Cybosia mesomella,1,fairly common,Erebidae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:4f6b81e409a8547eaac81b92b0f054a2,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,mm,kleine zomervlinder,Common Emerald,Phalène sillonnée,Hemithea aestivaria,2,common,Geometridae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:54d1f6d5da1d932ca6ad6f549008650f,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,mm,randvlekuil,Brown Rustic,Ferruginée,Charanyca ferruginea,1,fairly common,Noctuidae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:4051fd43096d9d7a4ccf316ab36432cc,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,mm,gewone spikkelspanner,Small Engrailed,Bi ondulée,Ectropis crepuscularia,1,common,Geometridae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:afbed7be0d60f323064faa20333761aa,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,mo,slawortelboorder,Common Swift,Louvette,Pharmacis lupulina,1,fairly common,Hepialidae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:7c285e38f6bc7fd1352237ffe52d0397,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,mm,stompvleugelgrasuil,Smoky Wainscot,Leucanie souillée,Mythimna impura,1,common,Noctuidae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:f3dfd07bbdf3b44d37d8064640874813,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,mm,schaaruil,The Shears,Noctuelle dentine,Hada plebeja,1,rare,Noctuidae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:1:16650b213ea6c72e8b72978118a16eff,1,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-06-22,"Cyr Mestdagh, Bert Van Hecke, Pieter Vangansbeke, Maarten Vangansbeke",1899-12-31T20:53:00Z,1899-12-31T04:58:00Z,mo,donker halmuiltje,Tawny Marbled Minor,Trompeuse,Oligia latruncula,1,fairly common,Noctuidae,Rain,11,19.5,15.125
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:c33fb61c25e0423103210f8294b7a7ad,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,grijze stipspanner,Riband Wave,Impolie,Idaea aversata,19,fairly common,Geometridae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:9106bed920bd2d4bae6b47b3cfce087c,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,witte grijsbandspanner,Common White Wave,Cabère virginale,Cabera pusaria,1,common,Geometridae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:0068568d852c3e98379d3c2ce029cf25,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,taxusspikkelspanner,Willow Beauty,Boarmie rhomboïdale,Peribatodes rhomboidaria,1,common,Geometridae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:7661488ea86ed6f5510d57523a4f7d83,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,grote beer,Garden Tiger,Écaille hérissonne,Arctia caja,1,fairly common,Erebidae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:5696ad3c8dd5b9e311e52ff826c60fcc,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,eikenprocessierups,Oak Processionary,Processionnaire du chêne,Thaumetopoea processionea,1,common,Notodontidae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:7d4136d34b2658a9b34d1a74bb228949,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,wl,bruine grijsbandspanner,Common Wave,Cabère pustulée,Cabera exanthemata,1,common,Geometridae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:34bb8f5cedbbd1df4a437473a2986815,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,wl,donker klaverblaadje,Sharp-angled Peacock,Philobie alternée,Macaria alternata,3,common,Geometridae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:ddbb626ee221c91f6dc79a8926969ecd,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,wl,plakker,Gypsy Moth,Bombyx disparate,Lymantria dispar,1,common,Erebidae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:dd47f6f3d3fe5c449c4ff66073a5b3d5,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,hyena,Dun bar,Trapèze,Cosmia trapezina,1,common,Noctuidae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:484bdb47d1f3fe734f03e2de398e1097,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,w,geellijnsnuituil,Olive Crescent,Herminie olivâtre,Trisateles emortualis,1,common,Erebidae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:50ea32c2946c3bae2279cb9f5e9e216c,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,w,geelschouderspanner,Canary shouldered Thorn,Ennomos de tilleul,Ennomos alniaria,2,fairly common,Geometridae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:9d4d12a3007bef95f02b02c4b720f8a2,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,wl,bruine eenstaart,Dusky Hook tip,Cintrée,Drepana curvatula,1,common,Drepanidae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:91df69f954ad4bb721c21ebd52a02090,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,vierbandspanner,Dark barred Twin spot Carpet,Rouillée,Xanthorhoe ferrugata,1,fairly common,Geometridae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:15536dc8e942e3950c2a575c9394ca0f,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,mm,gewone bandspanner,Common Carpet,Alternée,Epirrhoe alternata,1,common,Geometridae,"Clear sky, Full moon",16,27,19.88888889
UGENT:FORMICA_LEPIDOPTERA:BEMET1P3:2:6b76f49da72774622ea6944ca013fe88,2,B_MID,Closed,BeMeT1,3,BeMeT1P3,50.2284368,5.2832457,2020-08-08,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T20:12:00Z,1899-12-31T05:48:00Z,wl,geelbruine oogspanner,Jersey Mocha,Trois Cerceaux,Cyclophora ruficiliaria,1,very rare,Geometridae,"Clear sky, Full moon",16,27,19.88888889
