type,language,license,rightsHolder,datasetID,institutionCode,datasetName,eventID,parentEventID,eventDate,habitat,samplingProtocol,country,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinateSystem,eventRemarks
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P1:3,FORMICA:TRANSECT:NFLOT2,2020-09-06,temperate forest,light trapping,France,49.3210825,2.9281248,EPSG:4326,30,WGS84,Cloudy
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P1:4,FORMICA:TRANSECT:NFLOT2,2020-10-16,temperate forest,light trapping,France,49.3210825,2.9281248,EPSG:4326,30,WGS84,Cloudy
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P3:1,FORMICA:TRANSECT:NFLOT2,2020-06-29,temperate forest,light trapping,France,49.321172,2.9279567,EPSG:4326,30,WGS84,Rain (3:00 - 4:30)
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P3:2,FORMICA:TRANSECT:NFLOT2,2020-08-06,temperate forest,light trapping,France,49.321172,2.9279567,EPSG:4326,30,WGS84,"Clear sky, Full moon"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P3:3,FORMICA:TRANSECT:NFLOT2,2020-09-06,temperate forest,light trapping,France,49.321172,2.9279567,EPSG:4326,30,WGS84,Cloudy
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P3:4,FORMICA:TRANSECT:NFLOT2,2020-10-16,temperate forest,light trapping,France,49.321172,2.9279567,EPSG:4326,30,WGS84,Cloudy
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P4:1,FORMICA:TRANSECT:NFLOT2,2020-06-29,temperate forest,light trapping,France,49.3211577,2.9277415,EPSG:4326,30,WGS84,Rain (3:00 - 4:30)
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P4:2,FORMICA:TRANSECT:NFLOT2,2020-08-06,temperate forest,light trapping,France,49.3211577,2.9277415,EPSG:4326,30,WGS84,"Clear sky, Full moon"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P4:3,FORMICA:TRANSECT:NFLOT2,2020-09-06,temperate forest,light trapping,France,49.3211577,2.9277415,EPSG:4326,30,WGS84,Cloudy
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P4:4,FORMICA:TRANSECT:NFLOT2,2020-10-16,temperate forest,light trapping,France,49.3211577,2.9277415,EPSG:4326,30,WGS84,Cloudy
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P5:1,FORMICA:TRANSECT:NFLOT2,2020-06-29,temperate forest,light trapping,France,49.3214805,2.9269258,EPSG:4326,30,WGS84,Rain (3:00 - 4:30)
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P5:2,FORMICA:TRANSECT:NFLOT2,2020-08-06,temperate forest,light trapping,France,49.3214805,2.9269258,EPSG:4326,30,WGS84,"Clear sky, Full moon"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P5:3,FORMICA:TRANSECT:NFLOT2,2020-09-06,temperate forest,light trapping,France,49.3214805,2.9269258,EPSG:4326,30,WGS84,Cloudy
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P5:4,FORMICA:TRANSECT:NFLOT2,2020-10-16,temperate forest,light trapping,France,49.3214805,2.9269258,EPSG:4326,30,WGS84,Cloudy
