"Loc","Type","Spec","TAG","date","Family","Order","lat","lng","Spec_group","Stage","Sex","Det","Number","Method"
"TW2","crtl","Robinia pseudoacacia","TW2_crtl",2023-06-28,"Fabaceae","Fabales",50.93,4.91899,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW2","crtl","Rubus Sec. Rubus","TW2_crtl",2023-06-28,"Rosaceae","Rosales",50.93,4.91899,"plants","Ad","","Jari Vandendendriessche",45,"10m² quadrat"
"TW2","crtl","Urtica dioica","TW2_crtl",2023-06-28,"Urticaceae","Rosales",50.93,4.91899,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW2","tree","Alliaria petiolata","TW2_tree",2023-06-28,"Brassicaceae","Brassicales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW2","tree","Anisantha sterilis","TW2_tree",2023-06-28,"Poaceae","Poales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",65,"10m² quadrat"
"TW2","tree","Arrhenatherum elatius","TW2_tree",2023-06-28,"Poaceae","Poales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"TW2","tree","Elymus repens","TW2_tree",2023-06-28,"Poaceae","Poales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW2","tree","Geranium robertianum","TW2_tree",2023-06-28,"Geraniaceae","Geraniales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW2","tree","Hedera helix","TW2_tree",2023-06-28,"Araliaceae","Apiales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW2","tree","Lapsana communis","TW2_tree",2023-06-28,"Asteraceae","Asterales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW2","tree","Poa trivialis","TW2_tree",2023-06-28,"Poaceae","Poales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW2","tree","Quercus robur","TW2_tree",2023-06-28,"Fagaceae","Fagales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW2","tree","Robinia pseudoacacia","TW2_tree",2023-06-28,"Fabaceae","Fabales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",36,"10m² quadrat"
"TW2","tree","Rubus Sec. Rubus","TW2_tree",2023-06-28,"Rosaceae","Rosales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW2","tree","Stellaria holostea","TW2_tree",2023-06-28,"Caryophyllaceae","Caryophyllales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW2","tree","Triticum aestivum","TW2_tree",2023-06-28,"Poaceae","Poales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW2","tree","Urtica dioica","TW2_tree",2023-06-28,"Urticaceae","Rosales",50.929592,4.919866,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW3","crtl","Achillea millefolium","TW3_crtl",2023-06-28,"Asteraceae","Asterales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW3","crtl","Anisantha sterilis","TW3_crtl",2023-06-28,"Poaceae","Poales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW3","crtl","Arrhenatherum elatius","TW3_crtl",2023-06-28,"Poaceae","Poales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"TW3","crtl","Centaurea jacea","TW3_crtl",2023-06-28,"Asteraceae","Asterales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","crtl","Cerastium fontanum","TW3_crtl",2023-06-28,"Caryophyllaceae","Caryophyllales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW3","crtl","Convolvulus arvensis","TW3_crtl",2023-06-28,"Convolvulaceae","Solanales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"TW3","crtl","Dactylis glomerata","TW3_crtl",2023-06-28,"Poaceae","Poales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW3","crtl","Daucus carota","TW3_crtl",2023-06-28,"Apiaceae","Apiales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW3","crtl","Equisetum arvense","TW3_crtl",2023-06-28,"Equisetaceae","Equisetales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW3","crtl","Festuca rubra","TW3_crtl",2023-06-28,"Poaceae","Poales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"TW3","crtl","Holcus lanatus","TW3_crtl",2023-06-28,"Poaceae","Poales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW3","crtl","Hypericum perforatum","TW3_crtl",2023-06-28,"Hypericaceae","Malpighiales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","crtl","Hypochaeris radicata","TW3_crtl",2023-06-28,"Asteraceae","Asterales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","crtl","Lolium perenne","TW3_crtl",2023-06-28,"Poaceae","Poales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW3","crtl","Plantago lanceolata","TW3_crtl",2023-06-28,"Plantaginaceae","Lamiales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW3","crtl","Poa trivialis","TW3_crtl",2023-06-28,"Poaceae","Poales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"TW3","crtl","Taraxacum officinale s.l. (incl. all sec.)","TW3_crtl",2023-06-28,"Asteraceae","Asterales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","crtl","Trifolium pratense","TW3_crtl",2023-06-28,"Fabaceae","Fabales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW3","crtl","Vicia sativa","TW3_crtl",2023-06-28,"Fabaceae","Fabales",50.927067,4.925451,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"TW3","tree","Alliaria petiolata","TW3_tree",2023-06-28,"Brassicaceae","Brassicales",50.926302,4.92707,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","tree","Anisantha sterilis","TW3_tree",2023-06-28,"Poaceae","Poales",50.926302,4.92707,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","tree","Dactylis glomerata","TW3_tree",2023-06-28,"Poaceae","Poales",50.926302,4.92707,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","tree","Festuca rubra","TW3_tree",2023-06-28,"Poaceae","Poales",50.926302,4.92707,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","tree","Glechoma hederacea","TW3_tree",2023-06-28,"Lamiaceae","Lamiales",50.926302,4.92707,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","tree","Hedera helix","TW3_tree",2023-06-28,"Araliaceae","Apiales",50.926302,4.92707,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","tree","Lapsana communis","TW3_tree",2023-06-28,"Asteraceae","Asterales",50.926302,4.92707,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","tree","Lolium multiflorum","TW3_tree",2023-06-28,"Poaceae","Poales",50.926302,4.92707,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","tree","Quercus robur","TW3_tree",2023-06-28,"Fagaceae","Fagales",50.926302,4.92707,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","tree","Robinia pseudoacacia","TW3_tree",2023-06-28,"Fabaceae","Fabales",50.926302,4.92707,"plants","Ad","","Jari Vandendendriessche",96,"10m² quadrat"
"TW3","tree","Rubus Sec. Rubus","TW3_tree",2023-06-28,"Rosaceae","Rosales",50.926302,4.92707,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW3","tree","Sambucus nigra","TW3_tree",2023-06-28,"Viburnaceae","Dipsacales",50.926302,4.92707,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"TW3","tree","Urtica dioica","TW3_tree",2023-06-28,"Urticaceae","Rosales",50.926302,4.92707,"plants","Ad","","Jari Vandendendriessche",2,"10m² quadrat"
"Ti1","crtl","Anisantha sterilis","Ti1_crtl",2023-05-18,"Poaceae","Poales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Ti1","crtl","Anthriscus sylvestris","Ti1_crtl",2023-05-18,"Apiaceae","Apiales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Ti1","crtl","Arrhenatherum elatius","Ti1_crtl",2023-05-18,"Poaceae","Poales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Ti1","crtl","Bromus hordeaceus","Ti1_crtl",2023-05-18,"Poaceae","Poales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Ti1","crtl","Convolvulus sepium","Ti1_crtl",2023-05-18,"Convolvulaceae","Solanales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Ti1","crtl","Dactylis glomerata","Ti1_crtl",2023-05-18,"Poaceae","Poales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Ti1","crtl","Geranium molle","Ti1_crtl",2023-05-18,"Geraniaceae","Geraniales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","crtl","Hypericum tetrapterum","Ti1_crtl",2023-05-18,"Hypericaceae","Malpighiales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","crtl","Poa annua","Ti1_crtl",2023-05-18,"Poaceae","Poales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Ti1","crtl","Poa pratensis","Ti1_crtl",2023-05-18,"Poaceae","Poales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Ti1","crtl","Ranunculus acris","Ti1_crtl",2023-05-18,"Ranunculaceae","Ranunculales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","crtl","Rumex acetosa","Ti1_crtl",2023-05-18,"Polygonaceae","Caryophyllales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Ti1","crtl","Sisymbrium officinale","Ti1_crtl",2023-05-18,"Brassicaceae","Brassicales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","crtl","Tripleurospermum maritimum","Ti1_crtl",2023-05-18,"Asteraceae","Asterales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","crtl","Urtica dioica","Ti1_crtl",2023-05-18,"Urticaceae","Rosales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Ti1","crtl","Veronica arvensis","Ti1_crtl",2023-05-18,"Plantaginaceae","Lamiales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","crtl","Vicia sativa","Ti1_crtl",2023-05-18,"Fabaceae","Fabales",51.014877,3.473279,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Ti1","tree","Alopecurus geniculatus","Ti1_tree",2023-05-18,"Poaceae","Poales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Ti1","tree","Anthriscus sylvestris","Ti1_tree",2023-05-18,"Apiaceae","Apiales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Ti1","tree","Arabidopsis thaliana","Ti1_tree",2023-05-18,"Brassicaceae","Brassicales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","tree","Arrhenatherum elatius","Ti1_tree",2023-05-18,"Poaceae","Poales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Ti1","tree","Cerastium fontanum","Ti1_tree",2023-05-18,"Caryophyllaceae","Caryophyllales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","tree","Chenopodium album","Ti1_tree",2023-05-18,"Amaranthaceae","Caryophyllales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","tree","Dactylis glomerata","Ti1_tree",2023-05-18,"Poaceae","Poales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Ti1","tree","Equisetum arvense","Ti1_tree",2023-05-18,"Equisetaceae","Equisetales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Ti1","tree","Fagus sylvatica","Ti1_tree",2023-05-18,"Fagaceae","Fagales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",26,"10m² quadrat"
"Ti1","tree","Lamium purpureum","Ti1_tree",2023-05-18,"Lamiaceae","Lamiales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","tree","Plantago lanceolata","Ti1_tree",2023-05-18,"Plantaginaceae","Lamiales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","tree","Poa pratensis","Ti1_tree",2023-05-18,"Poaceae","Poales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","tree","Ranunculus sardous","Ti1_tree",2023-05-18,"Ranunculaceae","Ranunculales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","tree","Rubus Sec. Rubus","Ti1_tree",2023-05-18,"Rosaceae","Rosales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Ti1","tree","Sonchus oleraceus","Ti1_tree",2023-05-18,"Asteraceae","Asterales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Ti1","tree","Stellaria media","Ti1_tree",2023-05-18,"Caryophyllaceae","Caryophyllales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Ti1","tree","Trifolium dubium","Ti1_tree",2023-05-18,"Fabaceae","Fabales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","tree","Urtica dioica","Ti1_tree",2023-05-18,"Urticaceae","Rosales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Ti1","tree","Veronica persica","Ti1_tree",2023-05-18,"Plantaginaceae","Lamiales",51.017292,3.472148,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo","crop","Cerastium glomeratum","Zo_crop",2023-05-18,"Caryophyllaceae","Caryophyllales",51.106331,3.55805,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo","crop","Hordeum vulgare","Zo_crop",2023-05-18,"Poaceae","Poales",51.106331,3.55805,"plants","Ad","","Jari Vandendendriessche",95,"10m² quadrat"
"Zo","crop","Poa annua","Zo_crop",2023-05-18,"Poaceae","Poales",51.106331,3.55805,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo","crop","Stellaria media","Zo_crop",2023-05-18,"Caryophyllaceae","Caryophyllales",51.106331,3.55805,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo","crtl","Achillea millefolium","Zo_crtl",2023-05-18,"Asteraceae","Asterales",51.106567,3.557371,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo","crtl","Arrhenatherum elatius","Zo_crtl",2023-05-18,"Poaceae","Poales",51.106567,3.557371,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Zo","crtl","Cerastium glomeratum","Zo_crtl",2023-05-18,"Caryophyllaceae","Caryophyllales",51.106567,3.557371,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo","crtl","Cirsium arvense","Zo_crtl",2023-05-18,"Asteraceae","Asterales",51.106567,3.557371,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo","crtl","Holcus lanatus","Zo_crtl",2023-05-18,"Poaceae","Poales",51.106567,3.557371,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"Zo","crtl","Lamium purpureum","Zo_crtl",2023-05-18,"Lamiaceae","Lamiales",51.106567,3.557371,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo","crtl","Polygonum aviculare","Zo_crtl",2023-05-18,"Polygonaceae","Caryophyllales",51.106567,3.557371,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo","crtl","Ranunculus repens","Zo_crtl",2023-05-18,"Ranunculaceae","Ranunculales",51.106567,3.557371,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo","crtl","Rubus Sec. Rubus","Zo_crtl",2023-05-18,"Rosaceae","Rosales",51.106567,3.557371,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo","crtl","Stellaria media","Zo_crtl",2023-05-18,"Caryophyllaceae","Caryophyllales",51.106567,3.557371,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo","crtl","Veronica arvensis","Zo_crtl",2023-05-18,"Plantaginaceae","Lamiales",51.106567,3.557371,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo","crtl","Viola arvensis","Zo_crtl",2023-05-18,"Violaceae","Malpighiales",51.106567,3.557371,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo","tree","Anisantha sterilis","Zo_tree",2023-05-18,"Poaceae","Poales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Zo","tree","Arrhenatherum elatius","Zo_tree",2023-05-18,"Poaceae","Poales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",45,"10m² quadrat"
"Zo","tree","Convolvulus sepium","Zo_tree",2023-05-18,"Convolvulaceae","Solanales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo","tree","Dactylis glomerata","Zo_tree",2023-05-18,"Poaceae","Poales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zo","tree","Galium aparine","Zo_tree",2023-05-18,"Rubiaceae","Gentianales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zo","tree","Geranium molle","Zo_tree",2023-05-18,"Geraniaceae","Geraniales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo","tree","Lamium album","Zo_tree",2023-05-18,"Lamiaceae","Lamiales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo","tree","Lamium purpureum","Zo_tree",2023-05-18,"Lamiaceae","Lamiales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo","tree","Lapsana communis","Zo_tree",2023-05-18,"Asteraceae","Asterales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo","tree","Salix alba","Zo_tree",2023-05-18,"Salicaceae","Malpighiales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",95,"10m² quadrat"
"Zo","tree","Stellaria media","Zo_tree",2023-05-18,"Caryophyllaceae","Caryophyllales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zo","tree","Tripleurospermum maritimum","Zo_tree",2023-05-18,"Asteraceae","Asterales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo","tree","Urtica dioica","Zo_tree",2023-05-18,"Urticaceae","Rosales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zo","tree","Veronica hederifolia","Zo_tree",2023-05-18,"Plantaginaceae","Lamiales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Zo","tree","Vicia sativa","Zo_tree",2023-05-18,"Fabaceae","Fabales",51.105865,3.556603,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zo1","crtl","Anisantha sterilis","Zo1_crtl",2023-05-18,"Poaceae","Poales",51.107437,3.567569,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo1","crtl","Arrhenatherum elatius","Zo1_crtl",2023-05-18,"Poaceae","Poales",51.107437,3.567569,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"Zo1","crtl","Convolvulus sepium","Zo1_crtl",2023-05-18,"Convolvulaceae","Solanales",51.107437,3.567569,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo1","crtl","Hordeum vulgare","Zo1_crtl",2023-05-18,"Poaceae","Poales",51.107437,3.567569,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo1","crtl","Lamium purpureum","Zo1_crtl",2023-05-18,"Lamiaceae","Lamiales",51.107437,3.567569,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo1","crtl","Lapsana communis","Zo1_crtl",2023-05-18,"Asteraceae","Asterales",51.107437,3.567569,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo1","crtl","Lepidium didymum","Zo1_crtl",2023-05-18,"Brassicaceae","Brassicales",51.107437,3.567569,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo1","crtl","Poa annua","Zo1_crtl",2023-05-18,"Poaceae","Poales",51.107437,3.567569,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo1","crtl","Poa trivialis","Zo1_crtl",2023-05-18,"Poaceae","Poales",51.107437,3.567569,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo1","crtl","Ranunculus sardous","Zo1_crtl",2023-05-18,"Ranunculaceae","Ranunculales",51.107437,3.567569,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zo1","crtl","Urtica dioica","Zo1_crtl",2023-05-18,"Urticaceae","Rosales",51.107437,3.567569,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Zo1","crtl","Veronica persica","Zo1_crtl",2023-05-18,"Plantaginaceae","Lamiales",51.107437,3.567569,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zo1","tree","Anisantha sterilis","Zo1_tree",2023-05-18,"Poaceae","Poales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zo1","tree","Arrhenatherum elatius","Zo1_tree",2023-05-18,"Poaceae","Poales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"Zo1","tree","Chenopodiastrum murale","Zo1_tree",2023-05-18,"Amaranthaceae","Caryophyllales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo1","tree","Ficaria verna","Zo1_tree",2023-05-18,"Ranunculaceae","Ranunculales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo1","tree","Galium aparine","Zo1_tree",2023-05-18,"Rubiaceae","Gentianales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zo1","tree","Hedera helix","Zo1_tree",2023-05-18,"Araliaceae","Apiales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zo1","tree","Lamium album","Zo1_tree",2023-05-18,"Lamiaceae","Lamiales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo1","tree","Lamium purpureum","Zo1_tree",2023-05-18,"Lamiaceae","Lamiales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zo1","tree","Persicaria maculosa","Zo1_tree",2023-05-18,"Polygonaceae","Caryophyllales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo1","tree","Poa annua","Zo1_tree",2023-05-18,"Poaceae","Poales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo1","tree","Ranunculus sardous","Zo1_tree",2023-05-18,"Ranunculaceae","Ranunculales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo1","tree","Salix alba","Zo1_tree",2023-05-18,"Salicaceae","Malpighiales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",95,"10m² quadrat"
"Zo1","tree","Stellaria media","Zo1_tree",2023-05-18,"Caryophyllaceae","Caryophyllales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zo1","tree","Urtica dioica","Zo1_tree",2023-05-18,"Urticaceae","Rosales",51.107109,3.566462,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"Zo2","crtl","Anthriscus sylvestris","Zo2_crtl",2023-05-18,"Apiaceae","Apiales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zo2","crtl","Cardamine hirsuta","Zo2_crtl",2023-05-18,"Brassicaceae","Brassicales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo2","crtl","Cerastium glomeratum","Zo2_crtl",2023-05-18,"Caryophyllaceae","Caryophyllales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo2","crtl","Chenopodium album","Zo2_crtl",2023-05-18,"Amaranthaceae","Caryophyllales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo2","crtl","Cirsium arvense","Zo2_crtl",2023-05-18,"Asteraceae","Asterales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo2","crtl","Equisetum arvense","Zo2_crtl",2023-05-18,"Equisetaceae","Equisetales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo2","crtl","Erigeron canadensis","Zo2_crtl",2023-05-18,"Asteraceae","Asterales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo2","crtl","Festuca spec.","Zo2_crtl",2023-05-18,"Poaceae","Poales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo2","crtl","Hedera helix","Zo2_crtl",2023-05-18,"Araliaceae","Apiales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zo2","crtl","Hypericum tetrapterum","Zo2_crtl",2023-05-18,"Hypericaceae","Malpighiales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo2","crtl","Lamium purpureum","Zo2_crtl",2023-05-18,"Lamiaceae","Lamiales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo2","crtl","Phalaris arundinacea","Zo2_crtl",2023-05-18,"Poaceae","Poales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
